1	31	24	0	0
2	1	1	0	0
2	1	2	0	0
2	1	3	0	0
2	1	4	0	0
2	1	5	0	0
2	1	6	0	0
2	1	7	0	0
2	1	8	49	35
2	1	9	90	63
2	1	10	296	147
2	1	11	363	184
2	1	12	215	152
2	1	13	152	107
2	1	14	327	196
2	1	15	278	155
2	1	16	103	73
2	1	17	45	32
2	1	18	0	0
2	1	19	0	0
2	1	20	0	0
2	1	21	0	0
2	1	22	0	0
2	1	23	0	0
2	1	24	0	0
2	2	1	0	0
2	2	2	0	0
2	2	3	0	0
2	2	4	0	0
2	2	5	0	0
2	2	6	0	0
2	2	7	0	0
2	2	8	71	38
2	2	9	248	61
2	2	10	265	154
2	2	11	325	191
2	2	12	358	210
2	2	13	439	176
2	2	14	339	189
2	2	15	390	78
2	2	16	209	89
2	2	17	79	34
2	2	18	0	0
2	2	19	0	0
2	2	20	0	0
2	2	21	0	0
2	2	22	0	0
2	2	23	0	0
2	2	24	0	0
2	3	1	0	0
2	3	2	0	0
2	3	3	0	0
2	3	4	0	0
2	3	5	0	0
2	3	6	0	0
2	3	7	0	0
2	3	8	16	11
2	3	9	153	96
2	3	10	247	148
2	3	11	358	176
2	3	12	377	199
2	3	13	408	187
2	3	14	371	171
2	3	15	330	121
2	3	16	162	98
2	3	17	42	27
2	3	18	0	0
2	3	19	0	0
2	3	20	0	0
2	3	21	0	0
2	3	22	0	0
2	3	23	0	0
2	3	24	0	0
2	4	1	0	0
2	4	2	0	0
2	4	3	0	0
2	4	4	0	0
2	4	5	0	0
2	4	6	0	0
2	4	7	0	0
2	4	8	48	31
2	4	9	174	100
2	4	10	327	125
2	4	11	403	155
2	4	12	379	199
2	4	13	384	198
2	4	14	242	156
2	4	15	258	149
