area_id,building_name,status,validation_area_m2,ucea_roofs_top_m2,workflow0_roofs_top_m2,validation_radiation_kwh_year,ucea_radiation_kwh_year,workflow0_radiation_kwh_year,error_cea,error_cea_oven,cea_ucea,workflow0_source_column,workflow0_timesteps,validation_point_count,residential_source,use_type1,use_type2,use_type3,resi_type,ucea_source_column,ucea_timesteps,ucea_oven_confidence_face_count,ucea_oven_confidence_mean,ucea_oven_confidence_area_weighted_mean,ucea_oven_confidence_min,ucea_oven_confidence_max
Alta_Lisboa,B1035,matched,735.2452728,735.19,732.46,1445044.537,1269531.96,1271310.78,-0.120227268,-0.121458247,-0.001399202,roofs_top_kW,8760,1215,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.992156267,0.992156267,0.992156267,0.992156267
Alta_Lisboa,B1037,matched,483.6007363,474.2,474.2,1096379.781,748999.57,751955.36,-0.314147002,-0.316842956,-0.003930805,roofs_top_kW,8760,799,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1038,matched,503.4881675,503.36,491.6,1165644.121,874399.01,853052.61,-0.268170623,-0.249857658,0.025023545,roofs_top_kW,8760,829,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.997157335,0.997157335,0.997157335,0.997157335
Alta_Lisboa,B1039,matched,554.5082921,559.37,559.37,1269227.793,971190.27,971713.67,-0.234405616,-0.234817993,-0.000538636,roofs_top_kW,8760,912,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1040,matched,409.852579,430.84,430.84,934826.5554,670144.45,669498.83,-0.283825619,-0.283134988,0.000964333,roofs_top_kW,8760,675,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1041,matched,247.225617,247.22,247.22,516489.6829,397324.46,397802.27,-0.22979629,-0.2307214,-0.001201124,roofs_top_kW,8760,407,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1042,matched,453.1646137,453.16,453.16,1100404.879,772873.03,774688.49,-0.29599686,-0.297646671,-0.002343471,roofs_top_kW,8760,748,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1043,matched,370.4728737,378.92,370.47,806421.4786,585609.99,583783.64,-0.276081236,-0.273816477,0.003128471,roofs_top_kW,8760,608,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.790474772,0.801285875,0.719028652,0.861920893
Alta_Lisboa,B1044,matched,236.5339895,240.08,236.53,559592.7028,367147.79,365063.89,-0.347625714,-0.343901755,0.005708316,roofs_top_kW,8760,391,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.852243811,0.852149742,0.733974934,0.970512688
Alta_Lisboa,B1045,matched,366.5435177,353.95,366.54,890316.3002,552144.83,559612.59,-0.371445193,-0.379832954,-0.013344517,roofs_top_kW,8760,602,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.631044408,0.610491799,0.484306157,0.907875419
Alta_Lisboa,B1046,matched,234.3367615,237.42,234.34,533411.5105,341837.63,360824.82,-0.323552618,-0.359148381,-0.05262163,roofs_top_kW,8760,387,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.997222751,0.997224518,0.995294034,0.999151468
Alta_Lisboa,B1047,matched,369.2005636,365.93,369.2,895263.2561,599196.27,579893.36,-0.352264983,-0.330703828,0.033287,roofs_top_kW,8760,610,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.748413265,0.698292035,0.616499603,0.938165545
Alta_Lisboa,B1048,matched,239.0636689,244.86,239.06,588706.8608,383320.78,385178.6,-0.345720892,-0.348876656,-0.004823269,roofs_top_kW,8760,395,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.993319839,0.993315985,0.987632871,0.999006808
Alta_Lisboa,B1049,matched,371.1067151,375.56,371.11,850291.7773,622913.08,610245.89,-0.282310018,-0.267412556,0.020757518,roofs_top_kW,8760,609,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.813204437,0.832592297,0.685781181,0.940627694
Alta_Lisboa,B1050,matched,370.7444376,361.5,370.74,893793.9065,615661.16,594120.37,-0.335282591,-0.311182191,0.036256609,roofs_top_kW,8760,612,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.706230273,0.766209991,0.437963158,0.930024624
Alta_Lisboa,B1051,matched,237.2320038,242.29,237.23,584574.7332,390146.72,368737.55,-0.369220856,-0.33259736,0.058060726,roofs_top_kW,8760,392,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.829446822,0.829763286,0.708799005,0.95009464
Alta_Lisboa,B1052,matched,372.2590125,377.37,372.26,897705.5589,585491.27,588211.78,-0.344760903,-0.347791418,-0.004625052,roofs_top_kW,8760,613,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.901691109,0.906437369,0.870582283,0.932799935
Alta_Lisboa,B1053,matched,235.8997549,239.82,235.9,572696.5887,399103.74,403003.79,-0.296304888,-0.303114864,-0.009677452,roofs_top_kW,8760,389,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.986644149,0.986671851,0.97587049,0.997417808
Alta_Lisboa,B1054,matched,372.876414,379.2,372.88,858762.7599,580241.98,631139,-0.26506012,-0.324327967,-0.080643123,roofs_top_kW,8760,613,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.853063285,0.853063285,0.853063285,0.853063285
Alta_Lisboa,B1055,matched,238.601406,243.5,238.6,586904.6228,399727.5,400855.54,-0.317000541,-0.318922557,-0.002814081,roofs_top_kW,8760,393,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.989994496,0.989996934,0.983065248,0.996923745
Alta_Lisboa,B1056,matched,369.6134828,379.34,369.61,898239.9377,633009.33,625139.33,-0.304039707,-0.295278128,0.012589194,roofs_top_kW,8760,610,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,4,0.770420223,0.774106281,0.552011609,0.934254408
Alta_Lisboa,B1057,matched,1996.170006,1984.81,1984.81,5424386.114,3200045.88,3201373.47,-0.40981829,-0.410063035,-0.000414694,roofs_top_kW,8760,3293,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1061,matched,124.2656031,126.23,124.23,264982.3858,225095.98,209885.79,-0.207925503,-0.150524744,0.072468889,roofs_top_kW,8760,206,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.935089231,0.935089231,0.935089231,0.935089231
Alta_Lisboa,B1062,matched,123.1818698,118.92,123.17,277058.5812,187695.16,186577.86,-0.326576137,-0.322543416,0.005988385,roofs_top_kW,8760,202,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.777908544,0.756374794,0.672283351,0.967188537
Alta_Lisboa,B1063,matched,123.3544952,125.03,123.35,279505.0353,194853.32,204550.36,-0.26816932,-0.302862935,-0.047406614,roofs_top_kW,8760,203,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.666651309,0.666648189,0.626431465,0.706871152
Alta_Lisboa,B1064,matched,122.9120975,122.91,122.91,247551.2451,205361.29,205060.44,-0.171644482,-0.170429178,0.001467128,roofs_top_kW,8760,202,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1065,matched,121.7287109,126.3,121.73,235608.5084,183193.42,180226.14,-0.235060986,-0.222466874,0.016464204,roofs_top_kW,8760,201,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.983415902,0.98349237,0.967885435,0.998946369
Alta_Lisboa,B1066,matched,120.8771755,123.73,120.88,269707.3951,201729.69,195452.51,-0.275316459,-0.252042422,0.032116139,roofs_top_kW,8760,198,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.904674023,0.9050305,0.812268019,0.997080028
Alta_Lisboa,B1067,matched,120.0414938,122.33,120.04,270018.5645,205258.14,201231.06,-0.254751019,-0.239836934,0.020012219,roofs_top_kW,8760,197,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.885676026,0.885886134,0.77839011,0.992961943
Alta_Lisboa,B1068,matched,121.0461671,123.11,121.07,276318.8181,206609.06,196982.49,-0.287118802,-0.252280169,0.048870181,roofs_top_kW,8760,202,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.929721624,0.929725134,0.92143023,0.938013017
Alta_Lisboa,B1069,matched,125.4707036,127.39,125.48,275909.4735,216368.74,212705.17,-0.229076235,-0.215798076,0.0172237,roofs_top_kW,8760,206,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.851101279,0.851036197,0.712351561,0.989850998
Alta_Lisboa,B1070,matched,116.7525622,118.52,116.75,279143.8356,201636.15,191503.72,-0.313960419,-0.277662179,0.052909834,roofs_top_kW,8760,193,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.841951281,0.841998804,0.716160715,0.967741847
Alta_Lisboa,B1071,matched,124.1031276,126.07,124.1,291034.8849,214090.05,204540.21,-0.297196932,-0.264383546,0.046689304,roofs_top_kW,8760,205,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.765066296,0.765022753,0.647326589,0.882806003
Alta_Lisboa,B1072,matched,130.9085265,132.74,130.92,292941.2978,224158.86,222105.34,-0.241809394,-0.234799389,0.009245703,roofs_top_kW,8760,214,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.846603602,0.846718637,0.724112153,0.969095051
Alta_Lisboa,B1073,matched,118.4108137,121.1,118.44,281187.1921,204871.92,194845.48,-0.307061326,-0.271403799,0.051458417,roofs_top_kW,8760,195,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.872532189,0.872997064,0.762785792,0.982278585
Alta_Lisboa,B1074,matched,112.2777413,113.84,112.23,215944.5144,176128.15,193873.8,-0.102205488,-0.184382384,-0.091531966,roofs_top_kW,8760,185,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.98493284,0.98493284,0.98493284,0.98493284
Alta_Lisboa,B1075,matched,57.31438688,56.91,56.91,135464.2839,98216.92,98310.66,-0.27426878,-0.274960771,-0.000953508,roofs_top_kW,8760,97,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1076,matched,110.6278846,112.31,110.6,253369.3274,191814.48,191308.28,-0.244943017,-0.242945143,0.002645991,roofs_top_kW,8760,182,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.962663889,0.962690453,0.944228828,0.98109895
Alta_Lisboa,B1077,matched,58.59675019,59.74,58.6,119194.4743,103521.45,100198.83,-0.159366819,-0.131491198,0.033160267,roofs_top_kW,8760,100,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.995258808,0.994409258,0.991319478,0.999198139
Alta_Lisboa,B1078,matched,119.0711296,122.07,119.05,267140.7061,205241.85,201652.92,-0.245143419,-0.231708814,0.01779756,roofs_top_kW,8760,198,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.843268871,0.843980261,0.690751731,0.995786011
Alta_Lisboa,B1079,matched,168.5603344,173.03,150.52,361110.8783,293516.92,260009.53,-0.279973145,-0.18718339,0.128869853,roofs_top_kW,8760,276,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.985531032,0.985680482,0.983059168,0.988002896
Alta_Lisboa,B1080,matched,56.74320446,57.36,56.74,111803.6717,100718.25,97126.9,-0.131272716,-0.099150784,0.036975853,roofs_top_kW,8760,93,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.714208603,0.656670224,0.435310066,0.99310714
Alta_Lisboa,B1081,matched,55.44451496,55.44,55.44,103219.0208,95509.22,96042.64,-0.06952576,-0.074693606,-0.005553991,roofs_top_kW,8760,91,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1082,matched,168.7324222,171.66,168.73,380573.5991,280203.14,288563.15,-0.241767819,-0.263734687,-0.028971163,roofs_top_kW,8760,281,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.580383569,0.631526757,0.45201844,0.708748698
Alta_Lisboa,B1083,matched,168.6052359,168.61,168.61,376216.2565,292049.47,291761.81,-0.224483778,-0.223719164,0.000985941,roofs_top_kW,8760,278,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1084,matched,111.8848157,114.97,111.85,259544.4478,194907.95,193358.71,-0.255007334,-0.24903826,0.008012259,roofs_top_kW,8760,187,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.944866925,0.944870239,0.890497148,0.999236703
Alta_Lisboa,B1085,matched,109.8690358,110.54,109.87,272527.6271,189193.37,189924.74,-0.303099131,-0.305782786,-0.003850841,roofs_top_kW,8760,179,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.96686393,0.966873264,0.954669893,0.979057968
Alta_Lisboa,B1086,matched,451.4562125,451.37,451.46,910426.1154,778456.87,781735.46,-0.141352113,-0.144953273,-0.004193989,roofs_top_kW,8760,744,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.969103992,0.969103992,0.969103992,0.969103992
Alta_Lisboa,B1087,matched,509.8186954,509.71,509.71,1083195.77,880417.44,878073.61,-0.189367578,-0.187203768,0.002669286,roofs_top_kW,8760,840,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1088,matched,499.2342628,500.08,500.08,1062625.455,851145.63,857294.15,-0.193230177,-0.199016337,-0.007172007,roofs_top_kW,8760,823,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1089,matched,471.0500449,471.05,471.05,1044686.848,804524.88,804516.73,-0.229896757,-0.229888955,1.01303E-05,roofs_top_kW,8760,777,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1091,matched,828.1598579,828.16,828.16,2267763.243,1365289.29,1365390.45,-0.39791314,-0.397957748,-7.40887E-05,roofs_top_kW,8760,1361,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1095,matched,703.5313295,712.3,712.3,1913829.68,1230754.12,1232496.5,-0.356005128,-0.356915543,-0.0014137,roofs_top_kW,8760,1162,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1097,matched,15.57572373,15.58,15.58,34614.4205,26684.02,26640.18,-0.230373364,-0.22910684,0.001645635,roofs_top_kW,8760,26,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1098,matched,10.04566634,10.05,10.05,20633.5035,17186.86,17232.64,-0.164822397,-0.167041118,-0.002656587,roofs_top_kW,8760,15,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1099,matched,493.1729129,493.17,493.17,1060573.579,848962.62,849413.78,-0.199099623,-0.199525015,-0.000531143,roofs_top_kW,8760,812,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1100,matched,68.06694684,66.07,66.07,129415.845,114531.87,114381.83,-0.116168271,-0.115008908,0.001311747,roofs_top_kW,8760,111,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alta_Lisboa,B1101,matched,31.89362251,31.91,31.91,66440.65613,55380.38,55433.86,-0.165663568,-0.166468496,-0.000964753,roofs_top_kW,8760,52,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1000,matched,560.8979956,591.23,566.13,1349236.147,1037777.76,920945.26,-0.317432118,-0.23084053,0.126861503,roofs_top_kW,8760,927,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.773441017,0.827662179,0.555888772,0.966495216
Baixa_Alfama,B1001,matched,644.1343109,673.21,673.21,1240980.91,1018995.76,1023593.26,-0.175174049,-0.178878779,-0.00449153,roofs_top_kW,8760,1063,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1002,matched,413.5983376,410.62,410.62,966909.2375,656203.82,679505.11,-0.297240027,-0.321338762,-0.03429156,roofs_top_kW,8760,692,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1003,matched,479.1823127,557.17,557.17,1009089.134,964419.28,963782.68,-0.044898367,-0.044267501,0.000660522,roofs_top_kW,8760,787,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1005,matched,618.0543245,650.7,650.7,1266829.752,1102863.66,1108762.69,-0.124773721,-0.129430251,-0.005320372,roofs_top_kW,8760,1017,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1007,matched,1090.96151,1125.46,1125.46,2131688.994,1930177.01,1932284.32,-0.093543042,-0.094531606,-0.00109058,roofs_top_kW,8760,1801,cea,SINGLE_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1008,matched,8.598325912,4.64,4.64,10423.04247,8026.52,8057.11,-0.226990581,-0.229925425,-0.003796647,roofs_top_kW,8760,14,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1011,matched,4110.31617,5093.92,5093.92,7886668.511,6693749.17,6717342.79,-0.148266118,-0.1512577,-0.003512344,roofs_top_kW,8760,6776,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1016,matched,370.7460956,379.62,370.89,718595.8264,634536.89,560841.26,-0.219531704,-0.116976655,0.131401941,roofs_top_kW,8760,606,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.998152792,0.998152792,0.998152792,0.998152792
Baixa_Alfama,B1017,matched,89.4539649,91.24,89.45,187685.4507,144961.81,142509.91,-0.24069815,-0.227634271,0.017205119,roofs_top_kW,8760,147,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.914778322,0.914903319,0.908727109,0.920829535
Baixa_Alfama,B1018,matched,321.0687667,325.67,310.6,631170.5754,566869.37,538228.32,-0.147253784,-0.101876114,0.053213569,roofs_top_kW,8760,533,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.952043712,0.947653372,0.934540868,0.969546556
Baixa_Alfama,B1020,matched,151.4182409,155.5,151.42,252801.6316,184279.43,172895.38,-0.316082816,-0.271051263,0.065843575,roofs_top_kW,8760,249,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.862370789,0.863508393,0.728756249,0.995985329
Baixa_Alfama,B1021,matched,147.7616211,149.95,146.99,293459.3113,263075.88,253359.87,-0.136643956,-0.103535414,0.038348654,roofs_top_kW,8760,242,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.996747136,0.995442596,0.993662357,0.999831915
Baixa_Alfama,B1023,matched,42.23666461,42.24,42.24,94823.02669,67771.24,68038.88,-0.282464583,-0.285287104,-0.003933633,roofs_top_kW,8760,67,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1024,matched,249.7705836,252.07,252.07,535607.8344,406502.22,411303.85,-0.232080221,-0.241045045,-0.011674167,roofs_top_kW,8760,414,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1026,matched,106.2370141,109.42,100.17,273693.9624,188979.79,172518.23,-0.369667389,-0.309521524,0.095419249,roofs_top_kW,8760,175,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.833966643,0.844321148,0.675560653,0.992372632
Baixa_Alfama,B1028,matched,116.3855569,117.43,113.7,231605.0847,140509.27,140601.16,-0.392927145,-0.393323898,-0.000653551,roofs_top_kW,8760,194,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.706036165,0.707483841,0.455393165,0.956679165
Baixa_Alfama,B1029,matched,350.6444853,354.42,342.96,758242.1369,499788.64,589808.59,-0.222136886,-0.340858789,-0.152625702,roofs_top_kW,8760,582,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,4,0.64416533,0.629246341,0.42025122,0.934578478
Baixa_Alfama,B1031,matched,259.0865061,258.02,258.02,429138.7335,424435.56,448131.46,0.044257777,-0.010959564,-0.052877118,roofs_top_kW,8760,430,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1032,matched,386.5011966,393.83,386.5,877793.7335,586162.12,560607.5,-0.361344837,-0.332232508,0.0455838,roofs_top_kW,8760,636,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.65144825,0.65079237,0.552896976,0.749999523
Baixa_Alfama,B1033,matched,74.09322007,76.05,74.09,96618.4861,122262.63,116020.54,0.200810991,0.265416536,0.053801594,roofs_top_kW,8760,121,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.723816335,0.632527752,0.498869598,0.948763072
Baixa_Alfama,B1036,matched,239.7030425,243.56,226.42,471156.2848,401945.85,393625.73,-0.164553795,-0.146894856,0.021137135,roofs_top_kW,8760,396,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.97364229,0.979114262,0.960649669,0.98663491
Baixa_Alfama,B1037,matched,141.4004259,146.49,141.4,237688.3459,209061.58,196178.54,-0.174639635,-0.120438239,0.065669976,roofs_top_kW,8760,232,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.940395087,0.949817829,0.882633805,0.998156369
Baixa_Alfama,B1039,matched,204.4585921,208.89,204.81,404918.8639,365736.83,349371.85,-0.137180603,-0.096765148,0.046841152,roofs_top_kW,8760,337,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.925761908,0.90615666,0.859152019,0.992371798
Baixa_Alfama,B1041,matched,3409.896971,3409.9,3409.9,8171899.588,5896588.37,5898492.03,-0.278198176,-0.278431128,-0.000322737,roofs_top_kW,8760,5611,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1042,matched,78.77755943,55.74,55.74,95950.45019,81284.27,85556.44,-0.108326852,-0.152851604,-0.049933938,roofs_top_kW,8760,130,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1043,matched,134.1462355,136.46,133.46,293271.5747,209741.59,213261.37,-0.272819501,-0.284821278,-0.016504536,roofs_top_kW,8760,220,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.762460679,0.772239869,0.542396247,0.98252511
Baixa_Alfama,B1046,matched,235.4320586,239.78,219.35,387271.5367,405851.47,381184.71,-0.015717207,0.047976501,0.06471078,roofs_top_kW,8760,389,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.989977688,0.990675506,0.98041153,0.999543846
Baixa_Alfama,B1047,matched,151.9999416,155.63,154.13,310876.0886,248556.26,253438.6,-0.184760072,-0.200465172,-0.01926439,roofs_top_kW,8760,250,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.753281713,0.764081233,0.507808805,0.998754621
Baixa_Alfama,B1048,matched,409.2555746,421.9,409.26,871029.3082,710726.81,705566.13,-0.189962814,-0.184038007,0.00731424,roofs_top_kW,8760,671,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.643598273,0.643408125,0.453162163,0.834034383
Baixa_Alfama,B1049,matched,132.4477621,132.47,132.47,290585.6163,230020.35,229748.49,-0.209360419,-0.20842486,0.001183294,roofs_top_kW,8760,217,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1050,matched,182.967967,187.14,181.14,416159.8775,312971.01,308389.42,-0.258964074,-0.247954868,0.014856508,roofs_top_kW,8760,305,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.962831169,0.964175279,0.928474665,0.997187674
Baixa_Alfama,B1053,matched,256.873178,261.43,256.91,347030.7995,444487.34,438886.47,0.264690254,0.280829657,0.012761546,roofs_top_kW,8760,421,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.587077051,0.566339112,0.416658372,0.823740482
Baixa_Alfama,B1055,matched,177.0747452,181.85,177.07,414575.0401,315641.26,275397.82,-0.335710563,-0.238639017,0.14612839,roofs_top_kW,8760,291,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.964888334,0.964888334,0.964888334,0.964888334
Baixa_Alfama,B1056,matched,123.9846493,124.04,124.04,167912.8302,171756.28,171053.74,0.018705598,0.022889554,0.00410713,roofs_top_kW,8760,206,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1057,matched,262.8301588,264.84,262.83,482610.3407,455295.9,453938.79,-0.059409317,-0.056597297,0.002989632,roofs_top_kW,8760,432,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.864094764,0.862675646,0.735474467,0.992715061
Baixa_Alfama,B1060,matched,273.9591663,275.26,277.76,628633.5879,460790.21,477603.83,-0.240250856,-0.266997152,-0.035204115,roofs_top_kW,8760,453,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.466711327,0.454942983,0.412008971,0.521413684
Baixa_Alfama,B1064,matched,313.2316691,312.66,312.66,729044.5268,514818.34,531018.1,-0.271624598,-0.293845134,-0.030506983,roofs_top_kW,8760,516,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1066,matched,366.2928385,374.37,342.62,731279.1055,632220.16,589572.27,-0.193779413,-0.135459833,0.072337001,roofs_top_kW,8760,605,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.72213617,0.701325357,0.600681365,0.843590975
Baixa_Alfama,B1067,matched,209.1937635,210.65,206.62,436633.6668,324303.05,292112.98,-0.330988418,-0.257265129,0.110197328,roofs_top_kW,8760,345,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.684920818,0.672807045,0.444719374,0.925122261
Baixa_Alfama,B1068,matched,520.6345025,534.6,512.56,996609.8564,872776.35,891858.57,-0.105107616,-0.124254748,-0.021396016,roofs_top_kW,8760,855,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,4,0.654202916,0.641310239,0.409769803,0.831564724
Baixa_Alfama,B1069,matched,253.310379,253.31,253.31,563559.6693,356281.05,358984.86,-0.363004701,-0.367802436,-0.007531822,roofs_top_kW,8760,423,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1070,matched,97.45874664,99.02,100.18,199134.0607,172811.14,173745.99,-0.127492357,-0.132186933,-0.005380556,roofs_top_kW,8760,162,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.948328286,0.948553997,0.946511745,0.950144827
Baixa_Alfama,B1074,matched,80.27317417,80.27,80.27,177771.3185,138131.75,138264.89,-0.222231735,-0.222980674,-0.000962934,roofs_top_kW,8760,132,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Baixa_Alfama,B1077,matched,168.539497,171.62,170.65,305129.9129,271645.76,270543.98,-0.113348221,-0.109737366,0.004072462,roofs_top_kW,8760,278,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.558939288,0.606944322,0.472582132,0.681517482
Baixa_Alfama,B1078,matched,93.55906375,95.06,93.59,189422.3644,145296.52,142321.66,-0.2486544,-0.232949497,0.02090237,roofs_top_kW,8760,154,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.948328286,0.948372804,0.946511745,0.950144827
