area_id,building_name,status,validation_area_m2,ucea_roofs_top_m2,workflow0_roofs_top_m2,validation_radiation_kwh_year,ucea_radiation_kwh_year,workflow0_radiation_kwh_year,error_cea,error_cea_oven,cea_ucea,workflow0_source_column,workflow0_timesteps,validation_point_count,residential_source,use_type1,use_type2,use_type3,resi_type,ucea_source_column,ucea_timesteps,ucea_oven_confidence_face_count,ucea_oven_confidence_mean,ucea_oven_confidence_area_weighted_mean,ucea_oven_confidence_min,ucea_oven_confidence_max
Alameda_Arro,B1052,matched,252.9504383,258.22,252.94,526511.13,434431.26,435435.4,-0.172979686,-0.174886844,-0.00230606,roofs_top_kW,8760,419,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.745897134,0.736769388,0.60391587,0.99314028
Alameda_Arro,B1053,matched,179.8750021,183.93,180.31,435206.8949,307577.09,305474.44,-0.298093749,-0.293262369,0.006883227,roofs_top_kW,8760,294,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.871823341,0.877818684,0.817839324,0.925807357
Alameda_Arro,B1055,matched,253.2805486,259.87,253.29,502390.7485,405240.12,401359.81,-0.201100316,-0.193376627,0.009667909,roofs_top_kW,8760,417,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.838476121,0.886506408,0.694088101,0.982864141
Alameda_Arro,B1057,matched,408.5236671,422.56,408.5,766509.7236,713826.72,706933.35,-0.077724224,-0.068731031,0.009751089,roofs_top_kW,8760,670,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.883186162,0.88152007,0.804052413,0.962319911
Alameda_Arro,B1058,matched,164.2568758,168.81,160.62,352502.2897,282269.09,277128.65,-0.213824539,-0.199241826,0.01854893,roofs_top_kW,8760,272,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.905216634,0.89049872,0.81782943,0.992603838
Alameda_Arro,B1059,matched,84.37798491,85.94,84.31,116248.0792,103250.3,107426.37,-0.075886925,-0.111810701,-0.038873789,roofs_top_kW,8760,136,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.920825779,0.91239335,0.842544138,0.99910742
Alameda_Arro,B1060,matched,84.48446034,87.56,74,144381.0566,162826.1,122900.87,-0.148774272,0.127752517,0.32485718,roofs_top_kW,8760,134,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.965044856,0.965044856,0.965044856,0.965044856
Alameda_Arro,B1061,matched,295.1513336,278.2,278.2,711156.7744,476941.8,477821.96,-0.328106014,-0.329343659,-0.001842025,roofs_top_kW,8760,486,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1062,matched,274.088129,282.58,274.09,621744.2567,435853.3,437989.62,-0.295546979,-0.29898299,-0.004877559,roofs_top_kW,8760,442,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.918138504,0.918993932,0.846867323,0.989409685
Alameda_Arro,B1063,matched,486.5995144,501.92,486.6,1008312.023,639806.67,622165.34,-0.382963482,-0.365467578,0.02835473,roofs_top_kW,8760,803,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.944710016,0.939758749,0.908043861,0.981376171
Alameda_Arro,B1065,matched,186.9572232,188.44,186.96,381443.8475,317965.73,319431.14,-0.162573621,-0.166415366,-0.004587562,roofs_top_kW,8760,311,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.840616226,0.840605876,0.681685984,0.999546468
Alameda_Arro,B1066,matched,119.9711185,122.27,119.97,214294.958,199813.62,203216.07,-0.051699247,-0.067576662,-0.016743016,roofs_top_kW,8760,200,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.987994641,0.987578968,0.978413224,0.997576058
Alameda_Arro,B1067,matched,313.1247773,316.72,288.83,559256.7231,338013.58,318070.98,-0.431261231,-0.395602116,0.062698584,roofs_top_kW,8760,519,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.670631538,0.596884144,0.445613533,0.92536515
Alameda_Arro,B1081,matched,291.6685158,298.98,289.21,645786.3034,482080.56,472769.4,-0.267916651,-0.253498321,0.019694929,roofs_top_kW,8760,473,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.978115797,0.977705664,0.958472967,0.997758627
Alameda_Arro,B1082,matched,125.7993892,119.79,119.79,188116.9694,186217.42,187601.58,-0.002739729,-0.010097704,-0.007378189,roofs_top_kW,8760,208,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1084,matched,194.9249083,181.89,181.89,342876.6123,313029.07,313621.31,-0.08532312,-0.087050388,-0.001888392,roofs_top_kW,8760,322,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1085,matched,158.6379666,159.27,159.27,212324.9726,257041.2,259098.93,0.220294188,0.21060277,-0.00794187,roofs_top_kW,8760,258,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1087,matched,18.41445061,18.41,18.41,29849.91125,27673.17,28033.83,-0.060840424,-0.072922872,-0.01286517,roofs_top_kW,8760,30,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1088,matched,124.4623683,127.53,126.66,260439.8906,217077.41,219395.57,-0.157596137,-0.166497077,-0.01056612,roofs_top_kW,8760,207,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.77306056,0.77539346,0.571818888,0.974302232
Alameda_Arro,B1089,matched,212.127632,212.12,213.71,476878.8571,310209.33,332441.56,-0.30288048,-0.349500769,-0.066875604,roofs_top_kW,8760,351,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.710071146,0.710071146,0.710071146,0.710071146
Alameda_Arro,B1090,matched,378.9292143,378.93,379.97,915358.3799,641130.42,651479.23,-0.288279602,-0.299585349,-0.015885096,roofs_top_kW,8760,623,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.995097578,0.995097578,0.995097578,0.995097578
Alameda_Arro,B1091,matched,326.6367427,329.42,326.73,541344.5404,402387.49,362913.9,-0.329606428,-0.256688745,0.108768471,roofs_top_kW,8760,539,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.855482876,0.869701151,0.677063584,0.980607271
Alameda_Arro,B1092,matched,303.1632487,311.7,311.7,697275.1261,464038.38,485482.73,-0.303742939,-0.334497442,-0.04417119,roofs_top_kW,8760,497,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1093,matched,216.2351755,221.55,216.24,418525.0168,359782.32,373261.38,-0.108150373,-0.140356477,-0.036111585,roofs_top_kW,8760,355,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.544616481,0.513691905,0.424286962,0.753382802
Alameda_Arro,B1094,matched,235.9055368,239.81,235.88,620845.3314,446910.09,408599.16,-0.341866421,-0.280158733,0.093761646,roofs_top_kW,8760,388,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.856730163,0.856730163,0.856730163,0.856730163
Alameda_Arro,B1096,matched,160.9204208,160.87,165.05,324382.4607,252136.74,259922.08,-0.19871722,-0.222717716,-0.029952592,roofs_top_kW,8760,265,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.928965032,0.928965032,0.928965032,0.928965032
Alameda_Arro,B1097,matched,71.45011137,71.47,71.47,128889.32,118537.49,118662.44,-0.079346217,-0.080315654,-0.001052987,roofs_top_kW,8760,116,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1098,matched,183.4378074,186.61,183.43,462850.2506,327553.36,318186.74,-0.312549276,-0.29231245,0.029437493,roofs_top_kW,8760,302,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.830959499,0.831277292,0.814439058,0.847479939
Alameda_Arro,B1099,matched,195.2812141,201.38,195.28,488501.7929,335875.64,330287.88,-0.323875808,-0.312437242,0.016917848,roofs_top_kW,8760,322,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.854821742,0.85572379,0.811249137,0.898394346
Alameda_Arro,B1100,matched,186.6787417,189.61,186.68,411820.3115,316845.71,324004.46,-0.213238272,-0.23062146,-0.022094603,roofs_top_kW,8760,308,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.776001682,0.692262145,0.444010049,0.999374449
Alameda_Arro,B1101,matched,426.8523178,426.7,425.18,820456.2657,736373.37,736043.74,-0.102884857,-0.102483093,0.00044784,roofs_top_kW,8760,703,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.85071516,0.85071516,0.85071516,0.85071516
Alameda_Arro,B1102,matched,680.136007,680.03,680.14,1435196.523,1160484.49,1174604.51,-0.181572355,-0.191410743,-0.012021084,roofs_top_kW,8760,1123,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.631572783,0.631572783,0.631572783,0.631572783
Alameda_Arro,B1103,matched,206.6077532,212.69,208.22,457650.6861,364016.46,361094.31,-0.210982697,-0.204597587,0.008092484,roofs_top_kW,8760,334,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.985368907,0.985503044,0.974163651,0.996574163
Alameda_Arro,B1104,matched,235.9844528,235.97,235.97,543959.496,284483.3,302365.29,-0.444140065,-0.477013818,-0.059140353,roofs_top_kW,8760,390,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1105,matched,205.5132007,214.83,204.07,503149.2394,365958.02,354590.81,-0.295257188,-0.272665064,0.032057261,roofs_top_kW,8760,348,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,4,0.790583521,0.798308523,0.489175081,0.99226886
Alameda_Arro,B1106,matched,179.5233961,183.42,179.52,455698.4545,283262.47,283091.07,-0.378775444,-0.378399318,0.000605459,roofs_top_kW,8760,306,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.731522053,0.650555755,0.41214183,0.994325101
Alameda_Arro,B1107,matched,235.8192979,235.8,235.8,500344.6,409142.72,409225.08,-0.182113527,-0.182278134,-0.000201258,roofs_top_kW,8760,390,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1108,matched,222.5868411,224.97,222.59,509752.6674,388035.17,383094.72,-0.248469416,-0.238777559,0.012896158,roofs_top_kW,8760,366,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.806826025,0.807151088,0.786530435,0.827121615
Alameda_Arro,B1109,matched,173.7668917,180.33,165.26,415427.7834,284241.76,286829.48,-0.309556338,-0.315785387,-0.009021806,roofs_top_kW,8760,283,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,4,0.736440077,0.735245207,0.630980134,0.907570541
Alameda_Arro,B1110,matched,248.4753448,250.85,248.48,583681.253,381419.39,399487.93,-0.315571765,-0.346527941,-0.045229251,roofs_top_kW,8760,409,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.896581789,0.911448051,0.739019275,0.994138002
Alameda_Arro,B1111,matched,226.6547047,231.3,226.65,528861.9624,350866.87,337403.16,-0.362020368,-0.336562478,0.039903924,roofs_top_kW,8760,374,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.998002738,0.997889798,0.997627199,0.998378277
Alameda_Arro,B1113,matched,103.1299432,102.97,102.97,215870.4561,178101.09,178306.14,-0.174013233,-0.174963109,-0.001149988,roofs_top_kW,8760,174,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1114,matched,262.1215947,263.69,265.95,582781.0375,453772.11,460752.65,-0.20938977,-0.221367751,-0.015150298,roofs_top_kW,8760,427,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.925403953,0.925107963,0.851164222,0.999643683
Alameda_Arro,B1115,matched,249.3986892,249.05,249.81,519281.5996,360116.82,371106.58,-0.285346178,-0.30650957,-0.029613487,roofs_top_kW,8760,410,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.998431742,0.998431742,0.998431742,0.998431742
Alameda_Arro,B1116,matched,91.54043067,94.26,90.99,162695.4902,122075.41,131890.57,-0.189340959,-0.249669368,-0.074418967,roofs_top_kW,8760,157,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.984469682,0.984765776,0.969851911,0.999087453
Alameda_Arro,B1117,matched,308.1765165,311.42,308.18,801419.0403,486925.7,523798.11,-0.346411698,-0.3924206,-0.070394317,roofs_top_kW,8760,508,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.659217427,0.601725481,0.435627609,0.861038983
Alameda_Arro,B1118,matched,424.9548475,430.27,430.53,922433.9583,744456.57,747017.21,-0.190167271,-0.192943231,-0.003427819,roofs_top_kW,8760,701,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.885997236,0.892521329,0.806692421,0.96530205
Alameda_Arro,B1119,matched,69.73803511,71.37,69.74,107687.4427,57921.23,51811.69,-0.518869715,-0.462135709,0.117918176,roofs_top_kW,8760,110,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.93645677,0.934895775,0.875916541,0.996996999
Alameda_Arro,B1120,matched,89.1703442,91.45,89.21,116286.0017,124337.28,109654.7,-0.057025795,0.069236866,0.133898319,roofs_top_kW,8760,145,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.476256996,0.476256996,0.476256996,0.476256996
Alameda_Arro,B1121,matched,141.073569,142.8,140.94,260658.6136,208721.69,205223.66,-0.212672633,-0.199252666,0.017044965,roofs_top_kW,8760,234,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.996187568,0.996205178,0.993242681,0.999132454
Alameda_Arro,B1123,matched,201.5311408,211.67,201.54,482382.7254,348126.03,345967.48,-0.282794632,-0.278319866,0.00623917,roofs_top_kW,8760,328,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.892779589,0.891264947,0.848076701,0.937482476
Alameda_Arro,B1124,matched,163.314029,159.61,157.91,406899.3077,265037.49,268389.05,-0.34040426,-0.348641089,-0.012487693,roofs_top_kW,8760,266,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.963865459,0.970821463,0.944848001,0.982882917
Alameda_Arro,B1125,matched,447.3788461,459.22,445,1097021.325,794549.52,770747.86,-0.297417614,-0.275720989,0.030881253,roofs_top_kW,8760,744,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,4,0.762887508,0.802728683,0.551564872,0.976440966
Alameda_Arro,B1126,matched,105.0518846,108,105.05,247763.1413,179334.68,181295.5,-0.268270901,-0.276184992,-0.010815602,roofs_top_kW,8760,173,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.953803867,0.953653016,0.908948839,0.998658895
Alameda_Arro,B1127,matched,118.4035729,122.88,118.4,257253.6087,204641.65,203192.48,-0.210147212,-0.204513977,0.007132006,roofs_top_kW,8760,193,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.883566171,0.883691681,0.830386043,0.936746299
Alameda_Arro,B1128,matched,501.9755708,501.98,502.56,1135273.089,869782.67,870906.79,-0.23286582,-0.233855996,-0.001290747,roofs_top_kW,8760,828,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.998175263,0.998175263,0.998175263,0.998175263
Alameda_Arro,B1129,matched,124.2620237,126.17,124.26,286119.3044,213482.83,214944.32,-0.248759812,-0.253867786,-0.006799389,roofs_top_kW,8760,206,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.678586066,0.659007191,0.534765124,0.822407007
Alameda_Arro,B1130,matched,180.6465874,189.85,184.32,396012.6671,284419.58,274831.32,-0.306003714,-0.281791711,0.0348878,roofs_top_kW,8760,298,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.975666761,0.975423504,0.954773128,0.996560395
Alameda_Arro,B1132,matched,168.8178209,172.83,168.82,321179.6078,289032.88,288223.1,-0.102610835,-0.100089567,0.00280956,roofs_top_kW,8760,272,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.982229888,0.981906232,0.964893878,0.999565899
Alameda_Arro,B1133,matched,193.5400363,202.44,193.51,438666.3344,325422.18,331233.69,-0.24490743,-0.258155563,-0.017545045,roofs_top_kW,8760,317,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.744493524,0.754411894,0.566602528,0.96111536
Alameda_Arro,B1134,matched,77.78683534,79.15,77.79,122791.1143,118203.46,118589.61,-0.03421668,-0.037361452,-0.003256187,roofs_top_kW,8760,123,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.888983458,0.885894767,0.779119551,0.998847365
Alameda_Arro,B1135,matched,123.6343327,126.36,123.63,290097.6358,212904.67,213329.21,-0.264629615,-0.266093054,-0.00199007,roofs_top_kW,8760,202,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.956118852,0.95601565,0.914393723,0.997843981
Alameda_Arro,B1136,matched,121.7906228,122.83,121.79,269866.5649,199422.29,210455.08,-0.220151336,-0.261033726,-0.052423491,roofs_top_kW,8760,201,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.546020702,0.536101761,0.469466835,0.622574568
Alameda_Arro,B1137,matched,123.1277062,126.56,123.13,287693.2069,211374.69,210928.51,-0.266828326,-0.265277438,0.002115314,roofs_top_kW,8760,205,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.983339876,0.983341569,0.981656373,0.985023379
Alameda_Arro,B1138,matched,129.1414904,129.09,112.24,284573.3913,203937.58,191194.41,-0.328136727,-0.28335682,0.066650327,roofs_top_kW,8760,211,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,1,0.870625377,0.870625377,0.870625377,0.870625377
Alameda_Arro,B1139,matched,179.2154843,182.09,179.22,375739.7878,321779.39,305429.94,-0.187123776,-0.143611083,0.053529297,roofs_top_kW,8760,300,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.792655667,0.839082433,0.637884676,0.990140855
Alameda_Arro,B1140,matched,92.37894706,94.45,92.38,201204.6311,128783.99,127593.24,-0.365853364,-0.359935259,0.009332391,roofs_top_kW,8760,153,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.998885572,0.99888734,0.998329937,0.999441206
Alameda_Arro,B1141,matched,235.1020589,244.66,235.09,532485.7411,406197.81,404270.09,-0.240787013,-0.237166785,0.004768396,roofs_top_kW,8760,386,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.994989097,0.994952554,0.991183281,0.998794913
Alameda_Arro,B1142,matched,197.6338689,201,197.66,433255.6967,321745.86,315638.83,-0.271472176,-0.257376504,0.019348158,roofs_top_kW,8760,338,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.996126115,0.996125287,0.995524526,0.996727705
Alameda_Arro,B1143,matched,76.52304708,76.35,76.35,110174.1414,82357.81,81866.92,-0.256931627,-0.252476045,0.005996195,roofs_top_kW,8760,131,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,,,,,
Alameda_Arro,B1144,matched,90.47997127,91.12,90.48,221111.6233,114248.75,114649,-0.481488136,-0.483298307,-0.00349109,roofs_top_kW,8760,155,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,2,0.527585566,0.527437226,0.503097773,0.552073359
Alameda_Arro,B1145,matched,169.7839622,176.47,169.78,328632.6868,296803.1,271613.66,-0.173503821,-0.096854598,0.09273996,roofs_top_kW,8760,285,cea,MULTI_RES,NONE,NONE,,roofs_top_kW,8760,3,0.70509696,0.784572038,0.548796654,0.95694077
